学校,期刊,数量,属于,总分类
复旦大学,社会主义核心价值观研究,6,南核,
复旦大学,中国穆斯林,5,南核,
复旦大学,科学与无神论,2,南核,
复旦大学,系统科学学报,6,南核,
复旦大学,五台山研究,6,南核,
复旦大学,佛学研究,18,南核,
复旦大学,孔学堂,12,南核,
复旦大学,中国宗教,31,南核,
复旦大学,苏区研究,6,南核,
复旦大学,财政科学,3,南核,
复旦大学,世界社会主义研究,12,南核,
复旦大学,产经评论,6,南核,
复旦大学,学校党建与思想教育,63,南核,
复旦大学,当代经济研究,80,南核,
复旦大学,地方财政研究,8,南核,
复旦大学,国际税收,7,南核,
复旦大学,哈尔滨商业大学学报(社会科学版),1,南核,
复旦大学,国际商务研究,162,南核,
复旦大学,河北经贸大学学报,20,南核,
复旦大学,产业经济评论,31,南核,
复旦大学,技术经济,52,南核,
复旦大学,金融监管研究,6,南核,
复旦大学,经济与管理评论,3,南核,
复旦大学,经济与管理,9,南核,
复旦大学,南京审计大学学报,1,南核,
复旦大学,南方金融,23,南核,
复旦大学,农林经济管理学报,6,南核,
复旦大学,南京财经大学学报,14,南核,
复旦大学,农业经济与管理,5,南核,
复旦大学,世界农业,11,南核,
复旦大学,上海金融,455,南核,
复旦大学,首都经济贸易大学学报,11,南核,
复旦大学,税务与经济,14,南核,
复旦大学,西安财经大学学报,6,南核,
复旦大学,投资研究,105,南核,
复旦大学,西部论坛,8,南核,
复旦大学,云南财经大学学报,11,南核,
复旦大学,消费经济,39,南核,
复旦大学,残疾人研究,5,南核,
复旦大学,中国流通经济,44,南核,
复旦大学,青年探索,29,南核,
复旦大学,社会建设,14,南核,
复旦大学,当代青年研究,82,南核,
复旦大学,南方人口,62,南核,
复旦大学,社会政策研究,4,南核,
复旦大学,西北人口,73,南核,
复旦大学,中国青年社会科学,11,南核,
复旦大学,港澳研究,1,南核,
复旦大学,阿拉伯世界研究,43,南核,
复旦大学,俄罗斯东欧中亚研究,19,南核,
复旦大学,当代美国评论,12,南核,
复旦大学,俄罗斯研究,48,南核,
复旦大学,国际关系研究,67,南核,
复旦大学,湖湘论坛,15,南核,
复旦大学,南亚研究季刊,39,南核,
复旦大学,台湾研究集刊,35,南核,
复旦大学,亚太安全与海洋研究,10,南核,
复旦大学,新视野,30,南核,
复旦大学,政治思想史,22,南核,
复旦大学,北方法学,15,南核,
复旦大学,印度洋经济体研究,24,南核,
复旦大学,财经法学,4,南核,
复旦大学,地方立法研究,3,南核,
复旦大学,甘肃政法大学学报,5,南核,
复旦大学,法律适用,20,南核,
复旦大学,法治研究,27,南核,
复旦大学,法学杂志,30,南核,
复旦大学,河北法学,55,南核,
复旦大学,河南财经政法大学学报,7,南核,
复旦大学,国际法研究,12,南核,
复旦大学,交大法学,17,南核,
复旦大学,南大法学,7,南核,
复旦大学,苏州大学学报(法学版),6,南核,
复旦大学,科技与法律,26,南核,
复旦大学,中国应用法学,5,南核,
复旦大学,中国政法大学学报,3,南核,
复旦大学,中国海商法研究,9,南核,
复旦大学,知识产权,26,南核,
复旦大学,比较教育学报,1,南核,
复旦大学,高教发展与评估,10,南核,
复旦大学,教育经济评论,3,南核,
复旦大学,重庆高教研究,10,南核,
复旦大学,高教探索,32,南核,
复旦大学,教育科学研究,2,南核,
复旦大学,基础教育,19,南核,
复旦大学,教育学术月刊,9,南核,
复旦大学,数学教育学报,-99,南核,
复旦大学,中国教育科学,-99,南核,
复旦大学,苏州大学学报(教育科学版),9,南核,
复旦大学,天津师范大学学报(基础教育版),1,南核,
复旦大学,现代教育管理,11,南核,
复旦大学,中国人民大学教育学刊,2,南核,
复旦大学,中国大学教学,90,南核,
复旦大学,中国考试,9,南核,
复旦大学,心理研究,3,南核,
复旦大学,中小学管理,5,南核,
复旦大学,首都体育学院学报,5,南核,
复旦大学,中国特殊教育,11,南核,
复旦大学,天津体育学院学报,2,南核,
复旦大学,心理学探新,27,南核,
复旦大学,体育文化导刊,11,南核,
复旦大学,长江学术,26,南核,
复旦大学,红楼梦学刊,39,南核,
复旦大学,鲁迅研究月刊,49,南核,
复旦大学,文艺论坛,9,南核,
复旦大学,上海文化,92,南核,
复旦大学,北方民族大学学报(哲学社会科学版),16,南核,
复旦大学,东疆学刊,21,南核,
复旦大学,黑龙江民族丛刊,4,南核,
复旦大学,文艺评论,43,南核,
复旦大学,湖北民族大学学报(哲学社会科学版),6,南核,
复旦大学,青海民族大学学报(社会科学版),4,南核,
复旦大学,回族研究,14,南核,
复旦大学,西藏民族大学学报(哲学社会科学版),3,南核,
复旦大学,西藏研究,6,南核,
复旦大学,青海民族研究,14,南核,
复旦大学,西北民族大学学报(哲学社会科学版),22,南核,
复旦大学,原生态民族文化学刊,18,南核,
复旦大学,俄罗斯文艺,22,南核,
复旦大学,古汉语研究,63,南核,
复旦大学,华文教学与研究,9,南核,
复旦大学,当代外语研究,49,南核,
复旦大学,日语学习与研究,29,南核,
复旦大学,外语学刊,67,南核,
复旦大学,外语研究,53,南核,
复旦大学,语言与翻译,5,南核,
复旦大学,解放军外国语学院学报,57,南核,
复旦大学,西安外国语大学学报,27,南核,
复旦大学,语言战略研究,15,南核,
复旦大学,编辑学刊,145,南核,
复旦大学,中国俄语教学,37,南核,
复旦大学,传媒,55,南核,
复旦大学,传媒观察,72,南核,
复旦大学,出版广角,31,南核,
复旦大学,全球传媒学刊,29,南核,
复旦大学,未来传播,12,南核,
复旦大学,新闻爱好者,391,南核,
复旦大学,新闻与传播评论,14,南核,
复旦大学,新闻春秋,16,南核,
复旦大学,南方文物,142,南核,
复旦大学,中国国家博物馆馆刊,22,南核,
复旦大学,海交史研究,14,南核,
复旦大学,华夏考古,15,南核,
复旦大学,国际汉学,25,南核,
复旦大学,敦煌学辑刊,17,南核,
复旦大学,历史教学,113,南核,
复旦大学,日本侵华南京大屠杀研究,6,南核,
复旦大学,历史教学问题,222,南核,
复旦大学,外国问题研究,18,南核,
复旦大学,军事历史研究,61,南核,
复旦大学,中国科技史杂志,5,南核,
复旦大学,中国典籍与文化,119,南核,
复旦大学,调研世界,13,南核,
复旦大学,城市与环境研究,2,南核,
复旦大学,中国农业资源与区划,4,南核,
复旦大学,环境保护,52,南核,
复旦大学,广西社会科学,70,南核,
复旦大学,重庆社会科学,38,南核,
复旦大学,河南社会科学,55,南核,
复旦大学,湖南社会科学,45,南核,
复旦大学,中国环境管理,24,南核,
复旦大学,兰州学刊,793,南核,
复旦大学,湖北社会科学,73,南核,
复旦大学,理论月刊,70,南核,
复旦大学,天府新论,82,南核,
复旦大学,社会科学家,223,南核,
复旦大学,学术交流,77,南核,
复旦大学,学术探索,89,南核,
复旦大学,中国图书评论,76,南核,
复旦大学,中国社会科学院研究生院学报,17,南核,
复旦大学,中国社会科学评价,31,南核,
复旦大学,中国文化研究,23,南核,
复旦大学,规划师,13,南核,
复旦大学,地域研究与开发,14,南核,
复旦大学,国际城市规划,9,南核,
复旦大学,世界地理研究,17,南核,
学校,期刊,数量,属于,总分类
复旦大学,科学与无神论,2,南核,
复旦大学,社会主义核心价值观研究,6,南核,
复旦大学,系统科学学报,6,南核,
复旦大学,中国穆斯林,5,南核,
复旦大学,五台山研究,6,南核,
复旦大学,孔学堂,12,南核,
复旦大学,佛学研究,18,南核,
复旦大学,中国宗教,31,南核,
复旦大学,财政科学,3,南核,
复旦大学,世界社会主义研究,12,南核,
复旦大学,苏区研究,6,南核,
复旦大学,学校党建与思想教育,63,南核,
复旦大学,产经评论,6,南核,
复旦大学,地方财政研究,8,南核,
复旦大学,产业经济评论,31,南核,
复旦大学,当代经济研究,80,南核,
复旦大学,哈尔滨商业大学学报(社会科学版),1,南核,
复旦大学,国际税收,7,南核,
复旦大学,国际商务研究,162,南核,
复旦大学,经济与管理评论,3,南核,
复旦大学,技术经济,52,南核,
复旦大学,河北经贸大学学报,20,南核,
复旦大学,经济与管理,9,南核,
复旦大学,金融监管研究,6,南核,
复旦大学,南方金融,23,南核,
复旦大学,农林经济管理学报,6,南核,
复旦大学,农业经济与管理,5,南核,
复旦大学,南京审计大学学报,1,南核,
复旦大学,南京财经大学学报,14,南核,
复旦大学,世界农业,11,南核,
复旦大学,首都经济贸易大学学报,11,南核,
复旦大学,上海金融,455,南核,
复旦大学,西安财经大学学报,6,南核,
复旦大学,西部论坛,8,南核,
复旦大学,投资研究,105,南核,
复旦大学,税务与经济,14,南核,
复旦大学,消费经济,39,南核,
复旦大学,残疾人研究,5,南核,
复旦大学,中国流通经济,44,南核,
复旦大学,云南财经大学学报,11,南核,
复旦大学,社会政策研究,4,南核,
复旦大学,青年探索,29,南核,
复旦大学,当代青年研究,82,南核,
复旦大学,南方人口,62,南核,
复旦大学,社会建设,14,南核,
复旦大学,西北人口,73,南核,
复旦大学,阿拉伯世界研究,43,南核,
复旦大学,中国青年社会科学,11,南核,
复旦大学,港澳研究,1,南核,
复旦大学,当代美国评论,12,南核,
复旦大学,俄罗斯研究,48,南核,
复旦大学,俄罗斯东欧中亚研究,19,南核,
复旦大学,国际关系研究,67,南核,
复旦大学,湖湘论坛,15,南核,
复旦大学,亚太安全与海洋研究,10,南核,
复旦大学,南亚研究季刊,39,南核,
复旦大学,台湾研究集刊,35,南核,
复旦大学,新视野,30,南核,
复旦大学,政治思想史,22,南核,
复旦大学,印度洋经济体研究,24,南核,
复旦大学,财经法学,4,南核,
复旦大学,地方立法研究,3,南核,
复旦大学,法律适用,20,南核,
复旦大学,法学杂志,30,南核,
复旦大学,北方法学,15,南核,
复旦大学,甘肃政法大学学报,5,南核,
复旦大学,法治研究,27,南核,
复旦大学,河北法学,55,南核,
复旦大学,国际法研究,12,南核,
复旦大学,河南财经政法大学学报,7,南核,
复旦大学,科技与法律,26,南核,
复旦大学,苏州大学学报(法学版),6,南核,
复旦大学,南大法学,7,南核,
复旦大学,中国海商法研究,9,南核,
复旦大学,中国应用法学,5,南核,
复旦大学,知识产权,26,南核,
复旦大学,中国政法大学学报,3,南核,
复旦大学,交大法学,17,南核,
复旦大学,比较教育学报,1,南核,
复旦大学,重庆高教研究,10,南核,
复旦大学,高教发展与评估,10,南核,
复旦大学,教育经济评论,3,南核,
复旦大学,教育科学研究,2,南核,
复旦大学,基础教育,19,南核,
复旦大学,高教探索,32,南核,
复旦大学,教育学术月刊,9,南核,
复旦大学,数学教育学报,-99,南核,
复旦大学,天津师范大学学报(基础教育版),1,南核,
复旦大学,苏州大学学报(教育科学版),9,南核,
复旦大学,中国教育科学,-99,南核,
复旦大学,现代教育管理,11,南核,
复旦大学,中国人民大学教育学刊,2,南核,
复旦大学,中国考试,9,南核,
复旦大学,中国特殊教育,11,南核,
复旦大学,中小学管理,5,南核,
复旦大学,中国大学教学,90,南核,
复旦大学,心理研究,3,南核,
复旦大学,首都体育学院学报,5,南核,
复旦大学,心理学探新,27,南核,
复旦大学,体育文化导刊,11,南核,
复旦大学,天津体育学院学报,2,南核,
复旦大学,长江学术,26,南核,
复旦大学,文艺论坛,9,南核,
复旦大学,上海文化,92,南核,
复旦大学,红楼梦学刊,39,南核,
复旦大学,鲁迅研究月刊,49,南核,
复旦大学,北方民族大学学报(哲学社会科学版),16,南核,
复旦大学,文艺评论,43,南核,
复旦大学,东疆学刊,21,南核,
复旦大学,黑龙江民族丛刊,4,南核,
复旦大学,湖北民族大学学报(哲学社会科学版),6,南核,
复旦大学,青海民族大学学报(社会科学版),4,南核,
复旦大学,回族研究,14,南核,
复旦大学,西藏民族大学学报(哲学社会科学版),3,南核,
复旦大学,青海民族研究,14,南核,
复旦大学,西北民族大学学报(哲学社会科学版),22,南核,
复旦大学,西藏研究,6,南核,
复旦大学,原生态民族文化学刊,18,南核,
复旦大学,当代外语研究,49,南核,
复旦大学,俄罗斯文艺,22,南核,
复旦大学,华文教学与研究,9,南核,
复旦大学,古汉语研究,63,南核,
复旦大学,解放军外国语学院学报,57,南核,
复旦大学,日语学习与研究,29,南核,
复旦大学,外语研究,53,南核,
复旦大学,语言与翻译,5,南核,
复旦大学,西安外国语大学学报,27,南核,
复旦大学,外语学刊,67,南核,
复旦大学,中国俄语教学,37,南核,
复旦大学,语言战略研究,15,南核,
复旦大学,出版广角,31,南核,
复旦大学,编辑学刊,145,南核,
复旦大学,全球传媒学刊,29,南核,
复旦大学,传媒观察,72,南核,
复旦大学,传媒,55,南核,
复旦大学,未来传播,12,南核,
复旦大学,新闻爱好者,391,南核,
复旦大学,新闻与传播评论,14,南核,
复旦大学,华夏考古,15,南核,
复旦大学,新闻春秋,16,南核,
复旦大学,中国国家博物馆馆刊,22,南核,
复旦大学,敦煌学辑刊,17,南核,
复旦大学,南方文物,142,南核,
复旦大学,海交史研究,14,南核,
复旦大学,军事历史研究,61,南核,
复旦大学,历史教学问题,222,南核,
复旦大学,国际汉学,25,南核,
复旦大学,历史教学,113,南核,
复旦大学,日本侵华南京大屠杀研究,6,南核,
复旦大学,外国问题研究,18,南核,
复旦大学,中国科技史杂志,5,南核,
复旦大学,中国典籍与文化,119,南核,
复旦大学,城市与环境研究,2,南核,
复旦大学,调研世界,13,南核,
复旦大学,中国环境管理,24,南核,
复旦大学,环境保护,52,南核,
复旦大学,河南社会科学,55,南核,
复旦大学,广西社会科学,70,南核,
复旦大学,中国农业资源与区划,4,南核,
